# chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
chr12	51173922	51189792	+	hsa_circ_0007241	15870	200	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, A549, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_005171	ATF1	Jeck2013, Salzman2013
chr9	107651382	107651476	-	hsa_circ_0087817	94	94	Hepg2, Helas3, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005502	ABCA1	Salzman2013
chr7	148708937	148716289	-	hsa_circ_0082851	7352	710	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_004911	PDIA4	Salzman2013
chr5	176758562	176764786	-	hsa_circ_0075178	6224	1162	K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Ag04450, A549, Nhek	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_006816	LMAN2	Salzman2013
chr11	46455023	46534363	-	hsa_circ_0021845	79340	904	K562, Hepg2, Helas3, H1hesc, Gm12878, Ag04450, A549, Nhek, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_017749	AMBRA1	Salzman2013
chr20	30734587	30747914	+	hsa_circ_0059761	13327	806	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_014742	TM9SF4	Salzman2013
chr5	52083773	52084248	+	hsa_circ_0072442	475	475	Helas3	NA	ANNOTATED, coding, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_015946	PELO	Salzman2013
chr6	18212718	18214012	+	hsa_circ_0075792	1294	243	K562, Helas3, Gm12878, Ag04450, A549, Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_153042	KDM1B	Salzman2013
chr3	41266444	41277334	+	hsa_circ_0064934	10890	1562	Huvec, Helas3, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001904	CTNNB1	Salzman2013
chr16	18439720	18443075	-	hsa_circ_0038205	3355	3355	Helas3	NA	INTERGENIC	None	None	Salzman2013
chrX	100275475	100276304	-	hsa_circ_0004957	829	317	Hs68_RNase, Hs68_control, K562, Huvec, Helas3, H1hesc, Gm12878, Ag04450, A549, Nhek, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_024917	TRMT2B	Jeck2013, Salzman2013
chr9	139887091	139888428	+	hsa_circ_0089618	1337	667	Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_183241	C9orf142	Salzman2013
chr2	211464095	211465436	+	hsa_circ_0058021	1341	348	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001875	CPS1	Salzman2013
chr14	102506572	102514365	+	hsa_circ_0033373	7793	1528	Helas3, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001376	DYNC1H1	Salzman2013
chr19	8987209	9012898	-	hsa_circ_0049103	25689	3332	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_024690	MUC16	Salzman2013
chr15	69747766	69747884	+	hsa_circ_0036091	118	118	Nhek, K562, Huvec, Hsmm, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_001003	RPLP1	Salzman2013
chr19	50183396	50189983	+	hsa_circ_0051941	6587	1056	Helas3, Bj, Sknshra	NA	ANNOTATED, INTERNAL, ncRNA, OVCODE, OVEXON	NR_033397	PRMT1	Salzman2013
chr1	46108098	46126897	-	hsa_circ_0012268	18799	1647	Huvec, Hepg2, Helas3, Ag04450, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_021639	GPBP1L1	Salzman2013
chr11	61032427	61045948	-	hsa_circ_0022240	13521	815	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_152718	VWCE	Salzman2013
chr1	2443066	2449703	-	hsa_circ_0009393	6637	666	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_018216	PANK4	Salzman2013
chr17	80853700	80861354	+	hsa_circ_0046560	7654	4981	Helas3, Gm12878	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	NM_005993	TBCD	Salzman2013
chr5	58489325	58511794	-	hsa_circ_0072571	22469	229	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001197220	PDE4D	Salzman2013
chr12	110399082	110418851	-	hsa_circ_0028153	19769	370	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001135213	GIT2	Salzman2013
chr14	31404368	31425448	-	hsa_circ_0031446	21080	706	K562, Helas3, Gm12878, Ag04450, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001083893	STRN3	Salzman2013
chr22	50695363	50696730	-	hsa_circ_0063903	1367	201	K562, Huvec, Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002969	MAPK12	Salzman2013
chr15	41060066	41071508	-	hsa_circ_0034631	11442	779	Helas3, Gm12878, A549	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_018163	DNAJC17	Salzman2013
chr18	74638992	74672811	+	hsa_circ_0005776	33819	1392	Hs68_RNase, Hs68_control, Hepg2, Helas3, Bj, A549	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_007345	ZNF236	Jeck2013, Salzman2013
chr17	80282457	80285168	-	hsa_circ_0046399	2711	455	Helas3, Ag04450	Low_complexity	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_003004	SECTM1	Salzman2013
chr7	32674863	32756421	-	hsa_circ_0079787	81558	695	Nhek, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, A549, Sknshra	NA	ANNOTATED, INTERNAL, ncRNA, OVERLAPTX, OVEXON	NR_036680	DPY19L1P1	Salzman2013
chr17	1657415	1658559	+	hsa_circ_0041338	1144	1144	Hmec, Hepg2, Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_000934	SERPINF2	Salzman2013
chr4	151199004	151242535	-	hsa_circ_0071135	43531	1031	Helas3	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	NM_006726	LRBA	Salzman2013
chr10	103783233	103789502	-	hsa_circ_0019656	6269	363	Nhek, Hsmm, Helas3, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_024541	C10orf76	Salzman2013
chr19	50365627	50365720	-	hsa_circ_0051982	93	93	K562, Helas3, Gm12878, Nhek, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_007254	PNKP	Salzman2013
chr4	83375874	83378191	+	hsa_circ_0003451	2317	257	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, Gm12878, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_021204	ENOPH1	Jeck2013, Salzman2013
chr13	28830428	28845003	+	hsa_circ_0029851	14575	958	Huvec, Helas3, Gm12878, Bj, Ag04450, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_175854	PAN3	Salzman2013
chr17	47018285	47021337	-	hsa_circ_0044386	3052	190	K562, Hepg2, Helas3, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_007241	SNF8	Salzman2013
chr16	56903640	56904648	+	hsa_circ_0039497	1008	347	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_000339	SLC12A3	Salzman2013
chr7	135262543	135302430	+	hsa_circ_0082507	39887	3123	Helas3, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_015135	NUP205	Salzman2013
chr1	22016466	22050588	-	hsa_circ_0010531	34122	1559	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_032236	USP48	Salzman2013
chr5	69792863	69792948	-	hsa_circ_0072837	85	85	Hepg2, Helas3, H1hesc, Gm12878, Mcf7	NA	ANNOTATED, INTERNAL, ncRNA, OVEXON	NR_034021	SMA5	Salzman2013
chr7	150033806	150035245	+	hsa_circ_0082894	1439	1439	K562, Hepg2, Helas3, Mcf7	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3, UTR5	NM_001142928	LRRC61	Salzman2013
chr6	89871827	89875284	+	hsa_circ_0077299	3457	3457	Helas3, Nhek	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_001010853	PM20D2	Salzman2013
chr14	31585441	31590711	-	hsa_circ_0031465	5270	503	Nhek, K562, Hepg2, Helas3, Gm12878, Bj, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015382	HECTD1	Salzman2013
chr10	120919239	120921926	-	hsa_circ_0020164	2687	183	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_213649	SFXN4	Salzman2013
chr20	398169	398574	+	hsa_circ_0004525	405	293	Hs68_RNase, Hs68_control, Nhek, K562, Huvec, Hepg2, Helas3, Gm12878, Bj, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_031229	RBCK1	Jeck2013, Salzman2013
chr22	30211994	30228331	-	hsa_circ_0062800	16337	626	Nhek, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_032204	ASCC2	Salzman2013
chr5	32388574	32407126	-	hsa_circ_0072091	18552	1564	Helas3, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_016107	ZFR	Salzman2013
chr9	103082546	103084053	-	hsa_circ_0002482	1507	223	Hs68_RNase, Hs68_control, K562, Helas3, H1hesc, Gm12878, Ag04450, A549, Nhek	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_017746	TEX10	Jeck2013, Salzman2013
chr2	44170825	44177739	-	hsa_circ_0054367	6914	855	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_133259	LRPPRC	Salzman2013
chr19	1055905	1064252	+	hsa_circ_0048152	8347	1839	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_019112	ABCA7	Salzman2013
chr18	43502306	43531204	-	hsa_circ_0047541	28898	1846	Hepg2, Helas3, H1hesc, A549, Nhlf	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_020964	EPG5	Salzman2013
chr11	47809733	47833981	-	hsa_circ_0022066	24248	1794	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015231	NUP160	Salzman2013
chr14	51706885	51716483	+	hsa_circ_0031896	9598	789	K562, Hepg2, Helas3, H1hesc, Gm12878, A549, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR5	NM_030755	TMX1	Salzman2013
chr17	42427034	42430470	+	hsa_circ_0044065	3436	1822	Nhek, K562, Huvec, Helas3, Gm12878, Mcf7	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_002087	GRN	Salzman2013
chr15	40707087	40707681	+	hsa_circ_0034587	594	176	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002225	IVD	Salzman2013
chr19	12825634	12832529	-	hsa_circ_0049584	6895	1628	K562, Hsmm, Helas3, Nhek	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_001136195	TNPO2	Salzman2013
chr9	130420653	130435540	+	hsa_circ_0088687	14887	941	Helas3, Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_003165	STXBP1	Salzman2013
chr2	136389430	136418963	+	hsa_circ_0056568	29533	1490	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_015361	R3HDM1	Salzman2013
chr12	110813870	110834257	-	hsa_circ_0028182	20387	1407	Nhek, K562, Helas3, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_016238	ANAPC7	Salzman2013
chr7	97595907	97596289	-	hsa_circ_0081198	382	382	K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj	NA	ANNOTATED, ncRNA, OVEXON	NR_002822	MGC72080	Salzman2013
chr2	230659894	230679910	-	hsa_circ_0058555	20016	2252	Nhek, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_004238	TRIP12	Salzman2013
chr13	113201874	113212727	-	hsa_circ_0030946	10853	897	K562, Hepg2, Helas3, Sknshra	NA	ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVERLAPTX, OVEXON	NM_006322	TUBGCP3	Salzman2013
chr15	63956668	64041990	-	hsa_circ_0035754	85322	6778	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_003922	HERC1	Salzman2013
chr16	56920864	56921943	+	hsa_circ_0039513	1079	248	Hepg2, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_000339	SLC12A3	Salzman2013
chr9	140136172	140138159	+	hsa_circ_0089659	1987	1432	K562, Hepg2, Helas3, H1hesc, Bj, Ag04450, A549, Nhek	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_006088	TUBB4B	Salzman2013
chr4	128982502	129012667	+	hsa_circ_0070932	30165	799	Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_018078	LARP1B	Salzman2013
chr7	72879768	72907251	-	hsa_circ_0080486	27483	2500	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_032408	BAZ1B	Salzman2013
chr11	61633109	61634825	+	hsa_circ_0022397	1716	1716	Hmec, Helas3, H1hesc, Gm12878, A549, Nhek, Nhlf	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_004265	FADS2	Salzman2013
chr4	22390710	22396491	-	hsa_circ_0069319	5781	2420	Helas3	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	NM_145290	GPR125	Salzman2013
chr10	69902696	69909868	+	hsa_circ_0005368	7172	415	Hs68_RNase, Hs68_control, Hsmm, Hepg2, Helas3, Bj, Ag04450, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_032578	MYPN	Jeck2013, Salzman2013
chr12	125453079	125460057	-	hsa_circ_0029368	6978	521	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_032656	DHX37	Salzman2013
chr4	89018604	89042944	-	hsa_circ_0070407	24340	1116	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_004827	ABCG2	Salzman2013
chr17	59820373	59886118	-	hsa_circ_0045013	65745	1752	Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_032043	BRIP1	Salzman2013
chr14	58718836	58724716	+	hsa_circ_0032068	5880	300	K562, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_002788	PSMA3	Salzman2013
chr6	11192577	11193925	-	hsa_circ_0075636	1348	204	Huvec, Hepg2, Helas3, Gm12878, Bj, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001142393	NEDD9	Salzman2013
chr6	139264649	139265759	-	hsa_circ_0004368	1110	352	Hs68_RNase, Hs68_control, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, A549, Nhek, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_031922	REPS1	Jeck2013, Salzman2013
chr1	58971731	59002413	-	hsa_circ_0000072	30682	865	HEK293, cd_19, Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_145243	OMA1	Jeck2013, Memczak2013, Salzman2013
chr12	117423010	117426674	+	hsa_circ_0006150	3664	404	Hs68_RNase, Hs68_control, K562, Huvec, Hepg2, Helas3, H1hesc, Bj	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_153348	FBXW8	Jeck2013, Salzman2013
chr1	178252698	178423783	+	hsa_circ_0015392	171085	2009	Hsmm, Helas3, Bj, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_170692	RASAL2	Salzman2013
chr12	53693469	53700965	+	hsa_circ_0026599	7496	1215	Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3, UTR5	NM_021640	C12orf10	Salzman2013
chr1	65268658	65280523	+	hsa_circ_0012859	11865	785	Hepg2, Helas3, H1hesc, Ag04450, A549, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_018211	RAVER2	Salzman2013
chr19	45204630	45211459	+	hsa_circ_0051386	6829	1363	Hepg2, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_001039213	CEACAM16	Salzman2013
chr2	216288868	216298184	-	hsa_circ_0058155	9316	939	Hepg2, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_212482	FN1	Salzman2013
chr13	42733401	42734272	+	hsa_circ_0030130	871	233	Nhek, K562, Huvec, Helas3, Gm12878, Bj, Ag04450, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_178009	DGKH	Salzman2013
chr7	75145042	75155292	-	hsa_circ_0080699	10250	297	Nhek, Helas3, Gm12878, Mcf7	NA	ANNOTATED, INTERNAL, ncRNA, OVEXON	NR_028059	PMS2P3	Salzman2013
chr19	54711265	54711515	+	hsa_circ_0052154	250	250	K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, Nhek, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_001013	RPS9	Salzman2013
chr2	241439868	241452359	-	hsa_circ_0058945	12491	636	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_016552	ANKMY1	Salzman2013
chr17	35783608	35787108	+	hsa_circ_0043275	3500	167	K562, Huvec, Hepg2, Helas3, Gm12878, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001488	TADA2A	Salzman2013
chr1	93575786	93586229	+	hsa_circ_0013193	10443	916	Helas3, H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_007358	MTF2	Salzman2013
chr1	155891165	155895634	-	hsa_circ_0000140	4469	585	cd_34, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549	None	ANNOTATED, CDS, coding, INTERNAL	NM_014949	KIAA0907	Memczak2013, Salzman2013
chr8	54912504	54923052	-	hsa_circ_0003053	10548	169	Hs68_RNase, Hs68_control, Nhek, K562, Helas3, H1hesc, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006756	TCEA1	Jeck2013, Salzman2013
chr4	44692733	44702697	+	hsa_circ_0069628	9964	2674	Helas3	LTR	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_021927	GUF1	Salzman2013
chr10	104243916	104244133	-	hsa_circ_0019748	217	217	K562, Helas3, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_005736	ACTR1A	Salzman2013
chr8	113841914	113960106	-	hsa_circ_0085358	118192	439	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_198123	CSMD3	Salzman2013
chr15	20636345	20642685	-	hsa_circ_0034031	6340	426	Helas3	NA	ANNOTATED, INTERNAL, ncRNA, OVEXON	NR_036432	HERC2P3	Salzman2013
chr20	42333858	42345122	+	hsa_circ_0060466	11264	1133	K562, Hsmm, Hepg2, Helas3, H1hesc, Ag04450, A549, Mcf7	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_002466	MYBL2	Salzman2013
chr20	33077070	33080402	+	hsa_circ_0003073	3332	323	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, Gm12878, Bj, A549	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_031483	ITCH	Jeck2013, Salzman2013
chr2	99812035	99823220	+	hsa_circ_0055816	11185	11185	Helas3	SINE	ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON, UTR3	NM_145212	MRPL30	Salzman2013
chr13	99966350	99970323	+	hsa_circ_0030724	3973	172	K562, Helas3, Ag04450, A549	NA	ANNOTATED, INTERNAL, ncRNA, OVCODE, OVERLAPTX, OVEXON	NR_026644	UBAC2	Salzman2013
chr17	33310020	33313150	+	hsa_circ_0043082	3130	695	Nhek, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_013975	LIG3	Salzman2013
chr19	55997774	55998935	+	hsa_circ_0052248	1161	1161	Nhek, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, A549, Nhlf, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_020378	NAT14	Salzman2013
chr11	47289811	47289906	+	hsa_circ_0021960	95	95	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005693	NR1H3	Salzman2013
chr9	133498094	133507665	+	hsa_circ_0089114	9571	739	Hepg2, Helas3, Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_003934	FUBP3	Salzman2013
chr11	61096834	61097546	-	hsa_circ_0022308	712	339	K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, Nhlf	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001923	DDB1	Salzman2013
chr2	32602655	32620661	+	hsa_circ_0053441	18006	709	Nhek, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhlf, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_016252	BIRC6	Salzman2013
chr6	80878591	81053529	+	hsa_circ_0077167	174938	710	Helas3, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_000056	BCKDHB	Salzman2013
chr9	129143342	129157976	+	hsa_circ_0088610	14634	458	Hepg2, Helas3, Bj, Ag04450, A549, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_033446	FAM125B	Salzman2013
chr10	104122231	104130617	+	hsa_circ_0019711	8386	1974	Helas3, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_004193	GBF1	Salzman2013
chr7	138199956	138223548	+	hsa_circ_0082579	23592	660	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015905	TRIM24	Salzman2013
chr15	34633916	34635362	-	hsa_circ_0034351	1446	535	Nhek, K562, Hmec, Hepg2, Helas3, Gm12878	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3, UTR5	NM_018648	NOP10	Salzman2013
chr14	107170321	107170402	-	hsa_circ_0034027	81	81	Nhek, K562, Huvec, Hsmm, Hmec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhlf, Sknshra, Mcf7	NA	INTERGENIC	None	None	Salzman2013
chr7	97935750	98030427	-	hsa_circ_0081226	94677	1504	Hepg2, Helas3, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_018842	BAIAP2L1	Salzman2013
chr1	171546572	171546776	+	hsa_circ_0015240	204	204	Helas3, H1hesc, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015172	PRRC2C	Salzman2013
chr19	47285639	47285806	-	hsa_circ_0051637	167	167	K562, Hsmm, Hepg2, Helas3, Gm12878, Bj, Ag04450, A549, Nhek, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005628	SLC1A5	Salzman2013
chr7	127484376	127484477	+	hsa_circ_0082148	101	101	K562, Hepg2, Helas3, H1hesc, Gm12878, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_014390	SND1	Salzman2013
chr8	124346117	124348772	-	hsa_circ_0085458	2655	427	K562, Hepg2, Helas3, Gm12878, Bj, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_014109	ATAD2	Salzman2013
chr3	52962206	52962357	-	hsa_circ_0066150	151	151	Nhek, Hepg2, Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001005159	SFMBT1	Salzman2013
chr17	79941429	79943483	+	hsa_circ_0046292	2054	216	K562, Hepg2, Helas3, H1hesc, A549, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001251888	ASPSCR1	Salzman2013
chrX	24751871	24767109	+	hsa_circ_0090151	15238	1193	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_016937	POLA1	Salzman2013
chr4	73942656	73991029	-	hsa_circ_0069935	48373	4518	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_032217	ANKRD17	Salzman2013
chr11	66052050	66052254	-	hsa_circ_0022964	204	204	K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Nhlf, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_020470	YIF1A	Salzman2013
chr10	126681770	126849624	-	hsa_circ_0020349	167854	1473	Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_001083914	CTBP2	Salzman2013
